T_TargetID,T_UTCTime,Long,Lat,T_Longitude,T_Latitude,T_Speed,T_Heading,T_Alarm,T_Status,T_Info,T_Cost,T_AsynFlag,T_RecordTime
MMC8000GPSANDASYN051113-24695-00000000,1388505599,114.307706,30.629965,114307706,30629965,6.284861,286.47,0,262144,,0,GPS,1388505599
MMC8000GPSANDASYN051113-24042-00000000,1388505599,114.174601,30.519155,114174601,30519155,11.649861,33.66,0,0,,0,GPS,1388505599
MMC8000GPSANDASYN051113-23595-00000000,1388505599,114.257603,30.594976,114257603,30594976,8.859445,184.12,0,0,,0,GPS,1388505599
MMC8000GPSANDASYN051113-24372-00000000,1388505599,114.331295,30.557923,114331295,30557923,0,0,0,262144,,0,GPS,1388505599
MMC8000GPSANDASYN051113-23070-00000000,1388505599,114.306825,30.569223,114306825,30569223,9.25,209.91,0,262144,,0,GPS,1388505599
MMC8000GPSANDASYN051113-21355-00000000,1388505599,114.254608,30.609265,114254608,30609265,10.154445,330.97,0,262144,,0,GPS,1388505599
MMC8000GPSANDASYN051113-23023-00000000,1388505599,114.332411,30.505488,114332411,30505488,16.382778,200.81,0,262144,,0,GPS,1388505599
MMC8000GPSANDASYN051113-24394-00000000,1388505599,114.285851,30.595263,114285851,30595263,15.838056,38.45,0,262144,,0,GPS,1388505599
MMC8000GPSANDASYN051113-17493-00000000,1388505599,114.267773,30.558673,114267773,30558673,12.266528,86.87,0,0,,0,GPS,1388505599
MMC8000GPSANDASYN051113-24152-00000000,1388505599,0,0,0,0,0,0,0,262145,,0,GPS,1388505599
MMC8000GPSANDASYN051113-24086-00000000,1388505599,114.326801,30.487371,114326801,30487371,3.751389,270.62,0,0,,0,GPS,1388505599
MMC8000GPSANDASYN051113-21315-00000000,1388505599,114.274813,30.610456,114274813,30610456,15.786667,306.12,0,262144,,0,GPS,1388505599
MMC8000GPSANDASYN051113-17167-00000000,1388505598,114.278188,30.554691,114278188,30554691,13.376528,122.18,0,0,,0,GPS,1388505598
MMC8000GPSANDASYN051113-40338-00000000,1388505598,114.281201,30.63655,114281201,30636550,0.10175,217.49,0,0,,0,GPS,1388505598
MMC8000GPSANDASYN051113-17358-00000000,1388505598,114.403895,30.479663,114403895,30479663,15.709583,184.9,0,262144,,0,GPS,1388505598
MMC8000GPSANDASYN051113-22015-00000000,1388505598,114.24335,30.615411,114243350,30615411,12.16375,146.81,0,0,,0,GPS,1388505598
MMC8000GPSANDASYN051113-22844-00000000,1388505598,114.29998,30.55773,114299980,30557730,3.145,82.28,0,262144,,0,GPS,1388505598
MMC8000GPSANDASYN051113-24677-00000000,1388505598,0,0,0,0,0,0,0,262145,,0,GPS,1388505598
MMC8000GPSANDASYN051113-47003-00000000,1388505598,114.322808,30.587605,114322808,30587605,0,0,0,262144,,0,GPS,1388505598
MMC8000GPSANDASYN051113-40271-00000000,1388505598,114.251626,30.616968,114251626,30616968,11.1,67.89,0,0,,0,GPS,1388505598
MMC8000GPSANDASYN051113-22099-00000000,1388505598,114.331293,30.546856,114331293,30546856,16.706528,23.29,0,262144,,0,GPS,1388505598
MMC8000GPSANDASYN051113-17729-00000000,1388505598,114.270428,30.574225,114270428,30574225,8.874861,243.69,0,0,,0,GPS,1388505598
MMC8000GPSANDASYN051113-22716-00000000,1388505598,114.202565,30.571673,114202565,30571673,12.590278,21.7,0,0,,0,GPS,1388505598
MMC8000GPSANDASYN051113-29539-00000000,1388505598,114.241136,30.587666,114241136,30587666,10.169861,133.72,0,0,,0,GPS,1388505598
MMC8000GPSANDASYN051113-24123-00000000,1388505597,114.301451,30.527888,114301451,30527888,6.5675,172.17,0,262144,,0,GPS,1388505597
MMC8000GPSANDASYN051113-22235-00000000,1388505597,114.260875,30.546435,114260875,30546435,4.48625,15.74,0,262144,,0,GPS,1388505597
MMC8000GPSANDASYN051113-22073-00000000,1388505597,114.221996,30.559515,114221996,30559515,5.2725,11.31,0,262144,,0,GPS,1388505597
MMC8000GPSANDASYN051113-17406-00000000,1388505597,114.180283,30.578375,114180283,30578375,14.784583,92.85,0,262144,,0,GPS,1388505597
MMC8000GPSANDASYN051113-17464-00000000,1388505597,114.301425,30.523191,114301425,30523191,1.844861,207.01,0,262144,,0,GPS,1388505597
MMC8000GPSANDASYN051113-40396-00000000,1388505597,114.169543,30.610761,114169543,30610761,0.007708,0,0,262144,,0,GPS,1388505597
MMC8000GPSANDASYN051113-24659-00000000,1388505597,114.314061,30.522725,114314061,30522725,6.845,134.55,0,0,,0,GPS,1388505597
MMC8000GPSANDASYN051113-24127-00000000,1388505597,114.24572,30.57216,114245720,30572160,7.194445,186.26,0,262144,,0,GPS,1388505597
MMC8000GPSANDASYN051113-24446-00000000,1388505597,114.331608,30.558513,114331608,30558513,0,0,0,262144,,0,GPS,1388505597
MMC8000GPSANDASYN051113-23892-00000000,1388505597,114.308258,30.494781,114308258,30494781,9.162639,205.93,0,262144,,0,GPS,1388505597
MMC8000GPSANDASYN051113-40381-00000000,1388505597,114.305966,30.52777,114305966,30527770,12.569722,242.2,0,262144,,0,GPS,1388505597
MMC8000GPSANDASYN051113-21234-00000000,1388505597,114.35248,30.527653,114352480,30527653,18.751806,289.05,0,0,,0,GPS,1388505597
MMC8000GPSANDASYN051113-22396-00000000,1388505597,0,0,0,0,0,0,0,262145,,0,GPS,1388505597
MMC8000GPSANDASYN051113-24916-00000000,1388505597,114.29942,30.544636,114299420,30544636,11.947917,186.23,0,262144,,0,GPS,1388505597
MMC8000GPSANDASYN051113-40415-00000000,1388505596,114.348126,30.528555,114348126,30528555,9.995139,46.54,0,262144,,0,GPS,1388505596
MMC8000GPSANDASYN051113-21942-00000000,1388505596,0,0,0,0,0,0,0,262145,,0,GPS,1388505596
MMC8000GPSANDASYN051113-24945-00000000,1388505596,114.329796,30.594661,114329796,30594661,9.563472,220.97,0,0,,0,GPS,1388505596
MMC8000GPSANDASYN051113-22624-00000000,1388505596,114.433043,30.60873,114433043,30608730,12.215138,343.73,0,0,,0,GPS,1388505596
MMC8000GPSANDASYN051113-23885-00000000,1388505596,114.281313,30.62626,114281313,30626260,7.646667,225.67,0,0,,0,GPS,1388505596
MMC8000GPSANDASYN051113-24017-00000000,1388505596,114.416566,30.420488,114416566,30420488,21.434305,133.41,0,262144,,0,GPS,1388505596
MMC8000GPSANDASYN051113-30360-00000000,1388505596,0,0,0,0,0,0,0,1,,0,GPS,1388505596
MMC8000GPSANDASYN051113-40396-00000000,1388505596,114.169543,30.61076,114169543,30610760,0.009764,0,0,262144,,0,GPS,1388505596
MMC8000GPSANDASYN051113-23155-00000000,1388505596,114.161586,30.626443,114161586,30626443,6.896389,215.67,0,0,,0,GPS,1388505596
MMC8000GPSANDASYN051113-24758-00000000,1388505596,114.316485,30.384536,114316485,30384536,21.167084,178.55,0,262144,,0,GPS,1388505596
MMC8000GPSANDASYN051113-40381-00000000,1388505596,114.306661,30.527938,114306661,30527938,14.06,270.78,0,262144,,0,GPS,1388505596
MMC8000GPSANDASYN051113-16933-00000000,1388505596,114.313646,30.545005,114313646,30545005,10.339444,354.36,0,0,,0,GPS,1388505596
MMC8000GPSANDASYN051113-21517-00000000,1388505596,114.296593,30.605745,114296593,30605745,0,0,0,262144,,0,GPS,1388505596
MMC8000GPSANDASYN051113-17846-00000000,1388505596,114.30389,30.524875,114303890,30524875,5.575695,203.22,0,0,,0,GPS,1388505596
MMC8000GPSANDASYN051113-29535-00000000,1388505595,114.215575,30.580493,114215575,30580493,13.756805,44.38,0,0,,0,GPS,1388505595
MMC8000GPSANDASYN051113-24806-00000000,1388505595,114.406525,30.500331,114406525,30500331,12.353889,186.05,0,262144,,0,GPS,1388505595
MMC8000GPSANDASYN051113-24501-00000000,1388505595,114.319791,30.512051,114319791,30512051,0,0,0,0,,0,GPS,1388505595
MMC8000GPSANDASYN051113-40334-00000000,1388505595,114.263485,30.578005,114263485,30578005,10.894444,177.93,0,262144,,0,GPS,1388505595
MMC8000GPSANDASYN051113-21917-00000000,1388505595,114.305101,30.566833,114305101,30566833,0,0,0,0,,0,GPS,1388505595
MMC8000GPSANDASYN051113-24530-00000000,1388505595,114.406856,30.507221,114406856,30507221,14.424861,8.9,0,0,,0,GPS,1388505595
MMC8000GPSANDASYN051113-21890-00000000,1388505595,0,0,0,0,0,0,0,262145,,0,GPS,1388505595
MMC8000GPSANDASYN051113-23357-00000000,1388505595,114.238916,30.55526,114238916,30555260,8.915972,118.6,0,262144,,0,GPS,1388505595
MMC8000GPSANDASYN051113-23397-00000000,1388505595,0,0,0,0,0,0,0,262145,,0,GPS,1388505595
MMC8000GPSANDASYN051113-23489-00000000,1388505594,114.292603,30.601505,114292603,30601505,12.317917,44.21,0,0,,0,GPS,1388505594
MMC8000GPSANDASYN051113-22529-00000000,1388505594,114.30155,30.637268,114301550,30637268,0,0,0,0,,0,GPS,1388505594
MMC8000GPSANDASYN051113-23966-00000000,1388505594,114.330811,30.469355,114330811,30469355,17.52875,31.04,0,262144,,0,GPS,1388505594
MMC8000GPSANDASYN051113-23548-00000000,1388505594,114.280791,30.615505,114280791,30615505,0,0,0,262144,,0,GPS,1388505594
MMC8000GPSANDASYN051113-24222-00000000,1388505594,114.26076,30.55368,114260760,30553680,0,0,0,0,,0,GPS,1388505594
MMC8000GPSANDASYN051113-22048-00000000,1388505594,114.36322,30.516516,114363220,30516516,0,0,0,262144,,0,GPS,1388505594
MMC8000GPSANDASYN051113-22884-00000000,1388505594,114.277095,30.571348,114277095,30571348,4.352639,8.7,0,0,,0,GPS,1388505594
MMC8000GPSANDASYN051113-22529-00000000,1388505593,114.30154,30.638776,114301540,30638776,8.376389,253.27,0,0,,0,GPS,1388505593
MMC8000GPSANDASYN051113-24585-00000000,1388505593,114.298185,30.607621,114298185,30607621,15.519444,29.32,0,0,,0,GPS,1388505593
MMC8000GPSANDASYN051113-23346-00000000,1388505593,114.284575,30.596855,114284575,30596855,5.704167,334.47,0,262144,,0,GPS,1388505593
MMC8000GPSANDASYN051113-23845-00000000,1388505593,114.257868,30.61902,114257868,30619020,0,0,0,0,,0,GPS,1388505593
MMC8000GPSANDASYN051113-23489-00000000,1388505593,114.288653,30.598241,114288653,30598241,12.261389,43.54,0,0,,0,GPS,1388505593
MMC8000GPSANDASYN051113-23463-00000000,1388505593,114.337241,30.55793,114337241,30557930,0,0,0,262144,,0,GPS,1388505593
MMC8000GPSANDASYN051113-21700-00000000,1388505593,114.272098,30.582845,114272098,30582845,0,0,0,262144,,0,GPS,1388505593
MMC8000GPSANDASYN051113-23881-00000000,1388505593,114.20859,30.563326,114208590,30563326,0,0,0,0,,0,GPS,1388505593
MMC8000GPSANDASYN051113-16801-00000000,1388505593,114.24047,30.619081,114240470,30619081,14.609861,144.84,0,262144,,0,GPS,1388505593
MMC8000GPSANDASYN051113-16647-00000000,1388505593,0,0,0,0,0,0,0,1,,0,GPS,1388505593
MMC8000GPSANDASYN051113-40404-00000000,1388505593,114.234838,30.625665,114234838,30625665,1.055014,64.7,0,0,,0,GPS,1388505593
MMC8000GPSANDASYN051113-17729-00000000,1388505592,114.273783,30.57525,114273783,30575250,6.906667,239.58,0,0,,0,GPS,1388505592
MMC8000GPSANDASYN051113-22617-00000000,1388505592,114.342991,30.51256,114342991,30512560,0,0,0,262144,,0,GPS,1388505592
MMC8000GPSANDASYN051113-24420-00000000,1388505592,114.376148,30.506735,114376148,30506735,9.1575,126.87,0,0,,0,GPS,1388505592
MMC8000GPSANDASYN051113-24909-00000000,1388505592,114.337753,30.531928,114337753,30531928,0,0,0,262144,,0,GPS,1388505592
MMC8000GPSANDASYN051113-23977-00000000,1388505592,114.3292,30.534685,114329200,30534685,3.7925,13.61,0,0,,0,GPS,1388505592
MMC8000GPSANDASYN051113-24039-00000000,1388505592,114.244246,30.614241,114244246,30614241,10.735139,140.58,0,1,,0,GPS,1388505592
MMC8000GPSANDASYN051113-24383-00000000,1388505592,114.355206,30.560495,114355206,30560495,14.142222,13.58,0,0,,0,GPS,1388505592
MMC8000GPSANDASYN051113-23919-00000000,1388505592,114.242615,30.609643,114242615,30609643,4.3475,166.17,0,0,,0,GPS,1388505592
MMC8000GPSANDASYN051113-16672-00000000,1388505592,114.306231,30.617385,114306231,30617385,13.546111,36.23,0,262144,,0,GPS,1388505592
MMC8000GPSANDASYN051113-22529-00000000,1388505591,114.305103,30.639613,114305103,30639613,8.098889,245.81,0,0,,0,GPS,1388505591
MMC8000GPSANDASYN051113-17974-00000000,1388505591,114.344781,30.514833,114344781,30514833,12.035277,5.01,0,0,,0,GPS,1388505591
MMC8000GPSANDASYN051113-30320-00000000,1388505591,114.184346,30.592468,114184346,30592468,4.727778,248.68,0,0,,0,GPS,1388505591
MMC8000GPSANDASYN051113-23647-00000000,1388505591,114.347971,30.512573,114347971,30512573,13.438194,85.77,0,262144,,0,GPS,1388505591
MMC8000GPSANDASYN051113-21865-00000000,1388505591,114.341263,30.506976,114341263,30506976,18.613056,204.71,0,262144,,0,GPS,1388505591
MMC8000GPSANDASYN051113-40381-00000000,1388505591,114.30734,30.527791,114307340,30527791,12.405278,297.27,0,262144,,0,GPS,1388505591
MMC8000GPSANDASYN051113-40408-00000000,1388505590,114.306346,30.447075,114306346,30447075,0.241014,173.02,0,0,,0,GPS,1388505590
MMC8000GPSANDASYN051113-23379-00000000,1388505590,114.28695,30.597281,114286950,30597281,0,0,0,0,,0,GPS,1388505590
MMC8000GPSANDASYN051113-40415-00000000,1388505590,114.347755,30.528248,114347755,30528248,6.860417,11.73,0,262144,,0,GPS,1388505590
MMC8000GPSANDASYN051113-23908-00000000,1388505590,0,0,0,0,0,0,0,262145,,0,GPS,1388505590
MMC8000GPSANDASYN051113-30346-00000000,1388505590,114.399866,30.481948,114399866,30481948,11.665278,97.5,0,262144,,0,GPS,1388505590
MMC8000GPSANDASYN051113-22169-00000000,1388505590,114.30887,30.612236,114308870,30612236,17.446527,304.37,0,262144,,0,GPS,1388505590
MMC8000GPSANDASYN051113-24790-00000000,1388505590,0,0,0,0,0,0,0,262145,,0,GPS,1388505590
MMC8000GPSANDASYN051113-24383-00000000,1388505590,0,0,0,0,0,0,0,1,,0,GPS,1388505590
MMC8000GPSANDASYN051113-22590-00000000,1388505590,114.260448,30.633375,114260448,30633375,11.089723,226.67,0,262144,,0,GPS,1388505590
MMC8000GPSANDASYN051113-21964-00000000,1388505590,114.356025,30.618205,114356025,30618205,15.627361,272.3,0,262144,,0,GPS,1388505590
MMC8000GPSANDASYN051113-24754-00000000,1388505591,114.217081,30.502701,114217081,30502701,18.494862,304.08,0,0,,0,GPS,1388505591
MMC8000GPSANDASYN051113-21623-00000000,1388505590,114.223385,30.568356,114223385,30568356,8.098889,122.76,0,0,,0,GPS,1388505590
MMC8000GPSANDASYN051113-24251-00000000,1388505590,114.179741,30.613578,114179741,30613578,0,0,0,0,,0,GPS,1388505590
MMC8000GPSANDASYN051113-23115-00000000,1388505589,114.150045,30.625328,114150045,30625328,9.630278,88.39,0,262144,,0,GPS,1388505589
MMC8000GPSANDASYN051113-21616-00000000,1388505589,114.346196,30.58657,114346196,30586570,4.034028,331.53,0,262144,,0,GPS,1388505589
MMC8000GPSANDASYN051113-22811-00000000,1388505589,114.256045,30.571575,114256045,30571575,5.724722,257.2,0,0,,0,GPS,1388505589
MMC8000GPSANDASYN051113-23603-00000000,1388505589,114.35239,30.478685,114352390,30478685,0,0,0,0,,0,GPS,1388505589
MMC8000GPSANDASYN051113-24273-00000000,1388505589,114.197863,30.60046,114197863,30600460,9.193472,155.37,0,262144,,0,GPS,1388505589
MMC8000GPSANDASYN051113-24750-00000000,1388505589,0,0,0,0,0,0,0,1,,0,GPS,1388505589
MMC8000GPSANDASYN051113-24736-00000000,1388505589,114.261353,30.582666,114261353,30582666,4.229306,336.64,0,262145,,0,GPS,1388505589
MMC8000GPSANDASYN051113-22415-00000000,1388505589,114.293438,30.547796,114293438,30547796,13.803056,280.91,0,0,,0,GPS,1388505589
MMC8000GPSANDASYN051113-24255-00000000,1388505589,114.28313,30.579615,114283130,30579615,8.761806,58.57,0,262144,,0,GPS,1388505589
MMC8000GPSANDASYN051113-21267-00000000,1388505588,114.255211,30.550008,114255211,30550008,5.190278,174.84,0,0,,0,GPS,1388505588
MMC8000GPSANDASYN051113-40385-00000000,1388505588,114.345561,30.512386,114345561,30512386,9.260278,70.77,0,262144,,0,GPS,1388505588
MMC8000GPSANDASYN051113-24901-00000000,1388505588,114.328208,30.547021,114328208,30547021,11.310695,265.93,0,0,,0,GPS,1388505588
MMC8000GPSANDASYN051113-24181-00000000,1388505588,114.196301,30.567178,114196301,30567178,5.462639,295.53,0,262144,,0,GPS,1388505588
MMC8000GPSANDASYN051113-23511-00000000,1388505588,114.243816,30.614781,114243816,30614781,0,0,0,262144,,0,GPS,1388505588
MMC8000GPSANDASYN051113-17402-00000000,1388505588,114.418428,30.629678,114418428,30629678,15.21625,109.14,0,0,,0,GPS,1388505588
MMC8000GPSANDASYN051113-21700-00000000,1388505588,114.272101,30.582845,114272101,30582845,0,0,0,262144,,0,GPS,1388505588
MMC8000GPSANDASYN051113-23401-00000000,1388505587,114.367168,30.57636,114367168,30576360,7.050556,74.96,0,262144,,0,GPS,1388505587
MMC8000GPSANDASYN051113-24710-00000000,1388505587,114.395953,30.609428,114395953,30609428,19.019028,79.44,0,262144,,0,GPS,1388505587
MMC8000GPSANDASYN051113-22444-00000000,1388505587,114.408288,30.615536,114408288,30615536,14.728056,178.64,0,262144,,0,GPS,1388505587
MMC8000GPSANDASYN051113-23272-00000000,1388505587,114.336868,30.559845,114336868,30559845,12.425834,296.94,0,262144,,0,GPS,1388505587
MMC8000GPSANDASYN051113-40150-00000000,1388505586,0,0,0,0,0,0,0,262145,,0,GPS,1388505586
MMC8000GPSANDASYN051113-23416-00000000,1388505586,114.32321,30.642453,114323210,30642453,9.414444,16.81,0,0,,0,GPS,1388505586
MMC8000GPSANDASYN051113-24468-00000000,1388505586,114.255455,30.571546,114255455,30571546,10.73,93.68,0,0,,0,GPS,1388505586
MMC8000GPSANDASYN051113-22884-00000000,1388505586,114.27708,30.571301,114277080,30571301,0,0,0,262144,,0,GPS,1388505586
MMC8000GPSANDASYN051113-23166-00000000,1388505586,114.278598,30.46702,114278598,30467020,24.445694,280.79,0,0,,0,GPS,1388505586
MMC8000GPSANDASYN051113-23940-00000000,1388505586,114.307253,30.640493,114307253,30640493,7.451389,61.99,0,262144,,0,GPS,1388505586
MMC8000GPSANDASYN051113-24761-00000000,1388505586,114.286925,30.586531,114286925,30586531,9.923195,221.91,0,262144,,0,GPS,1388505586
MMC8000GPSANDASYN051113-22756-00000000,1388505586,0,0,0,0,0,0,0,1,,0,GPS,1388505586
MMC8000GPSANDASYN051113-30317-00000000,1388505586,114.292613,30.60267,114292613,30602670,12.066112,297.58,0,262144,,0,GPS,1388505586
MMC8000GPSANDASYN051113-23379-00000000,1388505585,114.28695,30.597281,114286950,30597281,0,0,0,0,,0,GPS,1388505585
MMC8000GPSANDASYN051113-22022-00000000,1388505585,114.374935,30.622091,114374935,30622091,0,0,0,262144,,0,GPS,1388505585
MMC8000GPSANDASYN051113-40415-00000000,1388505585,114.347676,30.527945,114347676,30527945,8.921111,13.93,0,262144,,0,GPS,1388505585
MMC8000GPSANDASYN051113-22154-00000000,1388505585,114.28307,30.627026,114283070,30627026,12.939722,111.52,0,0,,0,GPS,1388505585
MMC8000GPSANDASYN051113-21766-00000000,1388505585,0,0,0,0,0,0,0,1,,0,GPS,1388505585
MMC8000GPSANDASYN051113-22433-00000000,1388505585,114.25271,30.580225,114252710,30580225,12.076389,272.42,0,0,,0,GPS,1388505585
MMC8000GPSANDASYN051113-17729-00000000,1388505585,114.275788,30.576661,114275788,30576661,0,0,0,0,,0,GPS,1388505585
MMC8000GPSANDASYN051113-17479-00000000,1388505584,114.295546,30.542358,114295546,30542358,12.102083,272.68,0,0,,0,GPS,1388505584
MMC8000GPSANDASYN051113-40381-00000000,1388505584,0,0,0,0,0,0,0,262145,,0,GPS,1388505584
MMC8000GPSANDASYN051113-21502-00000000,1388505584,0,0,0,0,0,0,0,1,,0,GPS,1388505584
MMC8000GPSANDASYN051113-23379-00000000,1388505584,114.284676,30.59933,114284676,30599330,7.667222,74.71,0,0,,0,GPS,1388505584
MMC8000GPSANDASYN051113-22264-00000000,1388505584,114.276091,30.567161,114276091,30567161,9.974584,325.68,0,0,,0,GPS,1388505584
MMC8000GPSANDASYN051113-23456-00000000,1388505584,114.338096,30.559463,114338096,30559463,4.213889,214.41,0,262144,,0,GPS,1388505584
MMC8000GPSANDASYN051113-21953-00000000,1388505584,114.426558,30.47946,114426558,30479460,10.426806,76.39,0,262144,,0,GPS,1388505584
MMC8000GPSANDASYN051113-40341-00000000,1388505584,114.317928,30.537261,114317928,30537261,0.266194,177.83,0,262144,,0,GPS,1388505584
MMC8000GPSANDASYN051113-22022-00000000,1388505584,114.375425,30.622373,114375425,30622373,8.484305,234.1,0,262144,,0,GPS,1388505584
MMC8000GPSANDASYN051113-40312-00000000,1388505584,114.214473,30.571286,114214473,30571286,10.108194,90.44,0,262144,,0,GPS,1388505584
MMC8000GPSANDASYN051113-24060-00000000,1388505584,114.335865,30.512028,114335865,30512028,11.089723,8.92,0,262144,,0,GPS,1388505584
MMC8000GPSANDASYN051113-17729-00000000,1388505584,114.27692,30.5754,114276920,30575400,0,0,0,0,,0,GPS,1388505584
MMC8000GPSANDASYN051113-22455-00000000,1388505584,114.330386,30.598268,114330386,30598268,16.963472,310.49,0,262144,,0,GPS,1388505584
MMC8000GPSANDASYN051113-22161-00000000,1388505584,114.28276,30.57937,114282760,30579370,9.275695,57.75,0,0,,0,GPS,1388505584
MMC8000GPSANDASYN051113-40161-00000000,1388505584,0,0,0,0,0,0,0,262145,,0,GPS,1388505584
MMC8000GPSANDASYN051113-22572-00000000,1388505583,114.35544,30.399933,114355440,30399933,20.200972,29.47,0,0,,0,GPS,1388505583
MMC8000GPSANDASYN051113-23687-00000000,1388505583,114.289908,30.548353,114289908,30548353,10.252084,293.43,0,262144,,0,GPS,1388505583
MMC8000GPSANDASYN051113-23379-00000000,1388505583,114.282195,30.59747,114282195,30597470,9.645695,66.7,0,0,,0,GPS,1388505583
MMC8000GPSANDASYN051113-22709-00000000,1388505583,114.19672,30.627398,114196720,30627398,0,0,0,262144,,0,GPS,1388505583
MMC8000GPSANDASYN051113-24093-00000000,1388505583,114.286103,30.646128,114286103,30646128,10.853333,241.44,0,0,,0,GPS,1388505583
MMC8000GPSANDASYN051113-24310-00000000,1388505583,114.194338,30.606338,114194338,30606338,16.043612,210.07,0,0,,0,GPS,1388505583
MMC8000GPSANDASYN051113-24802-00000000,1388505583,114.335691,30.599738,114335691,30599738,0,0,0,0,,0,GPS,1388505583
MMC8000GPSANDASYN051113-17729-00000000,1388505583,114.276921,30.575398,114276921,30575398,0,0,0,0,,0,GPS,1388505583
MMC8000GPSANDASYN051113-21917-00000000,1388505582,114.305201,30.566936,114305201,30566936,9.275695,212.88,0,0,,0,GPS,1388505582
MMC8000GPSANDASYN051113-23379-00000000,1388505582,114.280001,30.597045,114280001,30597045,10.246944,81.5,0,0,,0,GPS,1388505582
MMC8000GPSANDASYN051113-23904-00000000,1388505582,114.290411,30.584056,114290411,30584056,0,0,0,0,,0,GPS,1388505582
MMC8000GPSANDASYN051113-23735-00000000,1388505582,114.256828,30.605766,114256828,30605766,11.824583,329.15,0,0,,0,GPS,1388505582
MMC8000GPSANDASYN051113-24505-00000000,1388505582,114.201155,30.5692,114201155,30569200,6.618889,270.18,0,262144,,0,GPS,1388505582
MMC8000GPSANDASYN051113-22855-00000000,1388505582,114.254891,30.552308,114254891,30552308,16.752777,99.51,0,0,,0,GPS,1388505582
MMC8000GPSANDASYN051113-22943-00000000,1388505582,114.368153,30.615815,114368153,30615815,0,0,0,262144,,0,GPS,1388505582
MMC8000GPSANDASYN051113-17729-00000000,1388505582,114.277431,30.572605,114277431,30572605,3.263195,12.25,0,0,,0,GPS,1388505582
MMC8000GPSANDASYN051113-17464-00000000,1388505581,114.29905,30.525256,114299050,30525256,0,0,0,262144,,0,GPS,1388505581
MMC8000GPSANDASYN051113-30261-00000000,1388505581,114.321246,30.6385,114321246,30638500,7.955,26.11,0,0,,0,GPS,1388505581
MMC8000GPSANDASYN051113-22404-00000000,1388505581,114.275406,30.476036,114275406,30476036,8.638473,281.88,0,0,,0,GPS,1388505581
MMC8000GPSANDASYN051113-40363-00000000,1388505581,114.337673,30.559196,114337673,30559196,0.005139,0,0,262144,,0,GPS,1388505581
MMC8000GPSANDASYN051113-22767-00000000,1388505581,114.38314,30.481516,114383140,30481516,0,0,0,0,,0,GPS,1388505581
MMC8000GPSANDASYN051113-23643-00000000,1388505581,114.254008,30.61801,114254008,30618010,9.368195,250.39,0,262144,,0,GPS,1388505581
MMC8000GPSANDASYN051113-21755-00000000,1388505581,114.354518,30.577338,114354518,30577338,0,0,0,262144,,0,GPS,1388505581
MMC8000GPSANDASYN051113-24831-00000000,1388505581,114.312343,30.545888,114312343,30545888,8.859445,86.51,0,262144,,0,GPS,1388505581
MMC8000GPSANDASYN051113-23379-00000000,1388505581,114.276621,30.596165,114276621,30596165,8.402083,64.82,0,0,,0,GPS,1388505581
MMC8000GPSANDASYN051113-22943-00000000,1388505581,114.368153,30.615813,114368153,30615813,0,0,0,262144,,0,GPS,1388505581
MMC8000GPSANDASYN051113-21971-00000000,1388505581,114.43116,30.427548,114431160,30427548,6.963194,40.01,0,262144,,0,GPS,1388505581
MMC8000GPSANDASYN051113-21638-00000000,1388505580,114.296353,30.587,114296353,30587000,0,0,0,0,,0,GPS,1388505580
MMC8000GPSANDASYN051113-17974-00000000,1388505580,114.34474,30.514481,114344740,30514481,11.125694,4.71,0,0,,0,GPS,1388505580
MMC8000GPSANDASYN051113-17729-00000000,1388505580,114.277431,30.572605,114277431,30572605,0,0,0,262144,,0,GPS,1388505580
MMC8000GPSANDASYN051113-21553-00000000,1388505580,114.243555,30.61442,114243555,30614420,7.040278,230.08,0,0,,0,GPS,1388505580
MMC8000GPSANDASYN051113-21946-00000000,1388505580,114.20988,30.57421,114209880,30574210,13.45875,38,0,0,,0,GPS,1388505580
MMC8000GPSANDASYN051113-22239-00000000,1388505580,114.255458,30.625561,114255458,30625561,0,0,0,0,,0,GPS,1388505580
MMC8000GPSANDASYN051113-22792-00000000,1388505580,114.276005,30.576171,114276005,30576171,0,0,0,262144,,0,GPS,1388505580
MMC8000GPSANDASYN051113-24493-00000000,1388505580,114.226341,30.634658,114226341,30634658,17.626389,150.77,0,0,,0,GPS,1388505580
MMC8000GPSANDASYN051113-40334-00000000,1388505579,114.263146,30.579185,114263146,30579185,6.629167,155.47,0,262144,,0,GPS,1388505579
MMC8000GPSANDASYN051113-21443-00000000,1388505579,114.293826,30.606656,114293826,30606656,13.27375,116.02,0,262144,,0,GPS,1388505579
MMC8000GPSANDASYN051113-17729-00000000,1388505579,114.276671,30.570116,114276671,30570116,15.930555,9.5,0,0,,0,GPS,1388505579
MMC8000GPSANDASYN051113-24402-00000000,1388505579,114.310698,30.654583,114310698,30654583,11.732083,163.64,0,0,,0,GPS,1388505579
MMC8000GPSANDASYN051113-16397-00000000,1388505579,114.410325,30.459846,114410325,30459846,13.016806,148.12,0,0,,0,GPS,1388505579
MMC8000GPSANDASYN051113-40345-00000000,1388505579,0,0,0,0,0,0,0,262145,,0,GPS,1388505579
MMC8000GPSANDASYN051113-23405-00000000,1388505579,114.400413,30.504735,114400413,30504735,0,0,0,0,,0,GPS,1388505579
MMC8000GPSANDASYN051113-24233-00000000,1388505579,114.34186,30.563336,114341860,30563336,14.1525,38.33,0,0,,0,GPS,1388505579
